spend_date,channel,category,marketing_spend
2025-11-14,FLIPKART,Co-ords,2077.38
2025-11-14,FLIPKART,Trousers,1404.69
2025-11-14,FLIPKART,Jackets,787.03
2025-11-14,AJIO,Shirts,1955.43
2025-11-14,AJIO,T-Shirts,2013.1
2025-11-14,AJIO,Jeans,1406.22
2025-11-14,AJIO,Co-ords,1139.48
2025-11-14,AJIO,Trousers,887.4
2025-11-14,AJIO,Jackets,890.54
2025-11-15,D2C_APP,Shirts,7955.43
2025-11-15,D2C_APP,T-Shirts,5417.28
2025-11-15,D2C_APP,Jeans,4624.02
2025-11-15,D2C_APP,Co-ords,3169.4
2025-11-15,D2C_APP,Trousers,1879.36
2025-11-15,D2C_APP,Jackets,1901.91
2025-11-15,D2C_WEB,Shirts,4585.57
2025-11-15,D2C_WEB,T-Shirts,3988.36
2025-11-15,D2C_WEB,Jeans,3622.44
2025-11-15,D2C_WEB,Co-ords,1737.79
2025-11-15,D2C_WEB,Trousers,1226.14
2025-11-15,D2C_WEB,Jackets,960.24
2025-11-15,MYNTRA,Shirts,8344.49
2025-11-15,MYNTRA,T-Shirts,5293.37
2025-11-15,MYNTRA,Jeans,4116.55
2025-11-15,MYNTRA,Co-ords,3829.55
2025-11-15,MYNTRA,Trousers,2706.92
2025-11-15,MYNTRA,Jackets,2664.4
2025-11-15,FLIPKART,Shirts,3979.65
2025-11-15,FLIPKART,T-Shirts,5203.39
2025-11-15,FLIPKART,Jeans,4118.42
2025-11-15,FLIPKART,Co-ords,2424.0
2025-11-15,FLIPKART,Trousers,2137.97
2025-11-15,FLIPKART,Jackets,1859.14
2025-11-15,AJIO,Shirts,4315.41
2025-11-15,AJIO,T-Shirts,3190.98
2025-11-15,AJIO,Jeans,1641.4
2025-11-15,AJIO,Co-ords,1371.3
2025-11-15,AJIO,Trousers,1274.26
2025-11-15,AJIO,Jackets,1137.62
2025-11-16,D2C_APP,Shirts,6933.07
2025-11-16,D2C_APP,T-Shirts,5638.3
2025-11-16,D2C_APP,Jeans,5857.52
2025-11-16,D2C_APP,Co-ords,2750.59
2025-11-16,D2C_APP,Trousers,2640.95
2025-11-16,D2C_APP,Jackets,2490.04
2025-11-16,D2C_WEB,Shirts,3405.47
2025-11-16,D2C_WEB,T-Shirts,3251.74
2025-11-16,D2C_WEB,Jeans,3730.99
2025-11-16,D2C_WEB,Co-ords,2206.49
2025-11-16,D2C_WEB,Trousers,1300.88
2025-11-16,D2C_WEB,Jackets,1434.73
2025-11-16,MYNTRA,Shirts,7933.55
2025-11-16,MYNTRA,T-Shirts,5760.72
2025-11-16,MYNTRA,Jeans,5352.3
2025-11-16,MYNTRA,Co-ords,4555.94
2025-11-16,MYNTRA,Trousers,3347.05
2025-11-16,MYNTRA,Jackets,2058.87
2025-11-16,FLIPKART,Shirts,7339.87
2025-11-16,FLIPKART,T-Shirts,3089.39
2025-11-16,FLIPKART,Jeans,2877.17
2025-11-16,FLIPKART,Co-ords,1691.24
2025-11-16,FLIPKART,Trousers,2496.0
2025-11-16,FLIPKART,Jackets,1175.1
2025-11-16,AJIO,Shirts,3767.28
2025-11-16,AJIO,T-Shirts,2506.92
2025-11-16,AJIO,Jeans,2369.34
2025-11-16,AJIO,Co-ords,1153.19
2025-11-16,AJIO,Trousers,1069.84
2025-11-16,AJIO,Jackets,1082.77
2025-11-17,D2C_APP,Shirts,4204.63
2025-11-17,D2C_APP,T-Shirts,4534.41
2025-11-17,D2C_APP,Jeans,2344.91
2025-11-17,D2C_APP,Co-ords,2055.67
2025-11-17,D2C_APP,Trousers,2485.14
2025-11-17,D2C_APP,Jackets,1237.9
2025-11-17,D2C_WEB,Shirts,4731.38
2025-11-17,D2C_WEB,T-Shirts,2435.28
2025-11-17,D2C_WEB,Jeans,2202.58
2025-11-17,D2C_WEB,Co-ords,1136.94
2025-11-17,D2C_WEB,Trousers,1481.65
2025-11-17,D2C_WEB,Jackets,899.73
2025-11-17,MYNTRA,Shirts,4822.49
2025-11-17,MYNTRA,T-Shirts,5026.79
2025-11-17,MYNTRA,Jeans,3998.96
2025-11-17,MYNTRA,Co-ords,2024.72
2025-11-17,MYNTRA,Trousers,1753.85
2025-11-17,MYNTRA,Jackets,1844.84
2025-11-17,FLIPKART,Shirts,3859.6
2025-11-17,FLIPKART,T-Shirts,3499.12
2025-11-17,FLIPKART,Jeans,2206.57
2025-11-17,FLIPKART,Co-ords,2066.03
2025-11-17,FLIPKART,Trousers,1739.4
2025-11-17,FLIPKART,Jackets,1035.88
2025-11-17,AJIO,Shirts,2698.08
2025-11-17,AJIO,T-Shirts,1504.83
2025-11-17,AJIO,Jeans,1856.37
2025-11-17,AJIO,Co-ords,1325.25
2025-11-17,AJIO,Trousers,909.19
2025-11-17,AJIO,Jackets,676.43
2025-11-18,D2C_APP,Shirts,5357.68
2025-11-18,D2C_APP,T-Shirts,2914.09
2025-11-18,D2C_APP,Jeans,2303.36
2025-11-18,D2C_APP,Co-ords,2467.44
2025-11-18,D2C_APP,Trousers,2220.79
2025-11-18,D2C_APP,Jackets,1062.37
2025-11-18,D2C_WEB,Shirts,3470.58
2025-11-18,D2C_WEB,T-Shirts,3320.75
2025-11-18,D2C_WEB,Jeans,1863.36
2025-11-18,D2C_WEB,Co-ords,1356.75
2025-11-18,D2C_WEB,Trousers,1611.11
2025-11-18,D2C_WEB,Jackets,1212.22
2025-11-18,MYNTRA,Shirts,5154.91
2025-11-18,MYNTRA,T-Shirts,5516.82
2025-11-18,MYNTRA,Jeans,3684.64
2025-11-18,MYNTRA,Co-ords,3400.96
2025-11-18,MYNTRA,Trousers,2079.54
2025-11-18,MYNTRA,Jackets,1886.46
2025-11-18,FLIPKART,Shirts,4885.63
2025-11-18,FLIPKART,T-Shirts,3168.1
2025-11-18,FLIPKART,Jeans,2701.54
2025-11-18,FLIPKART,Co-ords,1570.64
2025-11-18,FLIPKART,Trousers,1936.67
2025-11-18,FLIPKART,Jackets,1223.01
2025-11-18,AJIO,Shirts,2069.57
2025-11-18,AJIO,T-Shirts,1250.41
2025-11-18,AJIO,Jeans,1693.09
2025-11-18,AJIO,Co-ords,1260.99
2025-11-18,AJIO,Trousers,1032.4
2025-11-18,AJIO,Jackets,835.49
2025-11-19,D2C_APP,Shirts,7173.08
2025-11-19,D2C_APP,T-Shirts,3926.82
2025-11-19,D2C_APP,Jeans,3956.54
2025-11-19,D2C_APP,Co-ords,2157.3
2025-11-19,D2C_APP,Trousers,2240.7
2025-11-19,D2C_APP,Jackets,1430.61
2025-11-19,D2C_WEB,Shirts,4221.89
2025-11-19,D2C_WEB,T-Shirts,3135.47
2025-11-19,D2C_WEB,Jeans,2555.89
2025-11-19,D2C_WEB,Co-ords,1917.88
2025-11-19,D2C_WEB,Trousers,1220.06
2025-11-19,D2C_WEB,Jackets,1236.75
2025-11-19,MYNTRA,Shirts,8678.39
2025-11-19,MYNTRA,T-Shirts,5220.96
2025-11-19,MYNTRA,Jeans,4797.22
2025-11-19,MYNTRA,Co-ords,2972.1
2025-11-19,MYNTRA,Trousers,2842.63
2025-11-19,MYNTRA,Jackets,1534.88
2025-11-19,FLIPKART,Shirts,5194.37
2025-11-19,FLIPKART,T-Shirts,2750.3
2025-11-19,FLIPKART,Jeans,2533.94
2025-11-19,FLIPKART,Co-ords,1580.53
2025-11-19,FLIPKART,Trousers,1030.79
2025-11-19,FLIPKART,Jackets,1555.42
2025-11-19,AJIO,Shirts,3033.3
2025-11-19,AJIO,T-Shirts,1534.54
2025-11-19,AJIO,Jeans,1799.61
2025-11-19,AJIO,Co-ords,702.47
2025-11-19,AJIO,Trousers,770.42
2025-11-19,AJIO,Jackets,841.81
2025-11-20,D2C_APP,Shirts,7531.37
2025-11-20,D2C_APP,T-Shirts,2931.52
2025-11-20,D2C_APP,Jeans,2419.26
2025-11-20,D2C_APP,Co-ords,2417.08
2025-11-20,D2C_APP,Trousers,1787.32
2025-11-20,D2C_APP,Jackets,1321.66
2025-11-20,D2C_WEB,Shirts,4045.87
2025-11-20,D2C_WEB,T-Shirts,3302.03
2025-11-20,D2C_WEB,Jeans,1533.62
2025-11-20,D2C_WEB,Co-ords,1343.3
2025-11-20,D2C_WEB,Trousers,1091.85
2025-11-20,D2C_WEB,Jackets,1077.81
2025-11-20,MYNTRA,Shirts,7907.41
2025-11-20,MYNTRA,T-Shirts,3408.39
2025-11-20,MYNTRA,Jeans,2857.32
2025-11-20,MYNTRA,Co-ords,3510.54
2025-11-20,MYNTRA,Trousers,1540.31
2025-11-20,MYNTRA,Jackets,2341.05
2025-11-20,FLIPKART,Shirts,3053.74
2025-11-20,FLIPKART,T-Shirts,3797.95
2025-11-20,FLIPKART,Jeans,3131.64
2025-11-20,FLIPKART,Co-ords,1665.24
2025-11-20,FLIPKART,Trousers,1044.06
2025-11-20,FLIPKART,Jackets,1119.61
2025-11-20,AJIO,Shirts,1864.6
2025-11-20,AJIO,T-Shirts,1301.16
2025-11-20,AJIO,Jeans,1761.4
2025-11-20,AJIO,Co-ords,690.86
2025-11-20,AJIO,Trousers,1004.77
2025-11-20,AJIO,Jackets,658.91
2025-11-21,D2C_APP,Shirts,3790.08
2025-11-21,D2C_APP,T-Shirts,5516.15
2025-11-21,D2C_APP,Jeans,3873.46
2025-11-21,D2C_APP,Co-ords,2103.14
2025-11-21,D2C_APP,Trousers,1506.66
2025-11-21,D2C_APP,Jackets,1158.74
2025-11-21,D2C_WEB,Shirts,3844.84
2025-11-21,D2C_WEB,T-Shirts,3418.96
2025-11-21,D2C_WEB,Jeans,2305.61
2025-11-21,D2C_WEB,Co-ords,1607.22
2025-11-21,D2C_WEB,Trousers,1637.22
2025-11-21,D2C_WEB,Jackets,1010.6
2025-11-21,MYNTRA,Shirts,8595.07
2025-11-21,MYNTRA,T-Shirts,6185.16
2025-11-21,MYNTRA,Jeans,5208.63
2025-11-21,MYNTRA,Co-ords,3481.76
2025-11-21,MYNTRA,Trousers,1913.39
2025-11-21,MYNTRA,Jackets,2032.33
2025-11-21,FLIPKART,Shirts,5841.52
2025-11-21,FLIPKART,T-Shirts,2872.81
2025-11-21,FLIPKART,Jeans,2541.41
2025-11-21,FLIPKART,Co-ords,2288.55
2025-11-21,FLIPKART,Trousers,1115.84
2025-11-21,FLIPKART,Jackets,1437.76
2025-11-21,AJIO,Shirts,2039.8
2025-11-21,AJIO,T-Shirts,1516.88
2025-11-21,AJIO,Jeans,1720.41
2025-11-21,AJIO,Co-ords,1082.62
2025-11-21,AJIO,Trousers,940.69
2025-11-21,AJIO,Jackets,758.98
2025-11-22,D2C_APP,Shirts,5959.39
2025-11-22,D2C_APP,T-Shirts,5683.83
2025-11-22,D2C_APP,Jeans,4076.31
2025-11-22,D2C_APP,Co-ords,2795.66
2025-11-22,D2C_APP,Trousers,2559.32
2025-11-22,D2C_APP,Jackets,2572.55
2025-11-22,D2C_WEB,Shirts,5756.59
2025-11-22,D2C_WEB,T-Shirts,3328.16
2025-11-22,D2C_WEB,Jeans,1981.82
2025-11-22,D2C_WEB,Co-ords,1657.39
2025-11-22,D2C_WEB,Trousers,1767.77
2025-11-22,D2C_WEB,Jackets,1307.55
2025-11-22,MYNTRA,Shirts,8763.39
2025-11-22,MYNTRA,T-Shirts,7549.76
2025-11-22,MYNTRA,Jeans,6065.56
2025-11-22,MYNTRA,Co-ords,3401.32
2025-11-22,MYNTRA,Trousers,2380.8
2025-11-22,MYNTRA,Jackets,2371.79
2025-11-22,FLIPKART,Shirts,5571.34
2025-11-22,FLIPKART,T-Shirts,5128.35
2025-11-22,FLIPKART,Jeans,3118.9
2025-11-22,FLIPKART,Co-ords,1891.11
2025-11-22,FLIPKART,Trousers,1453.82
2025-11-22,FLIPKART,Jackets,1520.47
2025-11-22,AJIO,Shirts,3105.26
2025-11-22,AJIO,T-Shirts,1745.67
2025-11-22,AJIO,Jeans,2208.59
2025-11-22,AJIO,Co-ords,1696.98
2025-11-22,AJIO,Trousers,930.69
2025-11-22,AJIO,Jackets,723.26
2025-11-23,D2C_APP,Shirts,5039.32
2025-11-23,D2C_APP,T-Shirts,5820.6
2025-11-23,D2C_APP,Jeans,3815.43
2025-11-23,D2C_APP,Co-ords,2337.93
2025-11-23,D2C_APP,Trousers,2485.72
2025-11-23,D2C_APP,Jackets,2434.38
2025-11-23,D2C_WEB,Shirts,3529.94
2025-11-23,D2C_WEB,T-Shirts,3405.71
2025-11-23,D2C_WEB,Jeans,3222.04
2025-11-23,D2C_WEB,Co-ords,1695.45
2025-11-23,D2C_WEB,Trousers,2120.65
2025-11-23,D2C_WEB,Jackets,1665.41
2025-11-23,MYNTRA,Shirts,8637.84
2025-11-23,MYNTRA,T-Shirts,8274.28
2025-11-23,MYNTRA,Jeans,5645.08
2025-11-23,MYNTRA,Co-ords,3618.03
2025-11-23,MYNTRA,Trousers,2522.57
2025-11-23,MYNTRA,Jackets,1779.11
2025-11-23,FLIPKART,Shirts,5120.54
2025-11-23,FLIPKART,T-Shirts,5565.16
2025-11-23,FLIPKART,Jeans,3316.2
2025-11-23,FLIPKART,Co-ords,1998.27
2025-11-23,FLIPKART,Trousers,1466.56
2025-11-23,FLIPKART,Jackets,1689.89
2025-11-23,AJIO,Shirts,3390.59
2025-11-23,AJIO,T-Shirts,1617.51
2025-11-23,AJIO,Jeans,1927.01
2025-11-23,AJIO,Co-ords,1686.74
2025-11-23,AJIO,Trousers,1253.42
2025-11-23,AJIO,Jackets,940.85
2025-11-24,D2C_APP,Shirts,4254.21
2025-11-24,D2C_APP,T-Shirts,4805.48
2025-11-24,D2C_APP,Jeans,2611.05
2025-11-24,D2C_APP,Co-ords,2336.83
2025-11-24,D2C_APP,Trousers,1481.65
2025-11-24,D2C_APP,Jackets,1451.96
2025-11-24,D2C_WEB,Shirts,3157.92
2025-11-24,D2C_WEB,T-Shirts,3492.8
2025-11-24,D2C_WEB,Jeans,2716.91
2025-11-24,D2C_WEB,Co-ords,1458.74
2025-11-24,D2C_WEB,Trousers,897.65
2025-11-24,D2C_WEB,Jackets,1044.35
2025-11-24,MYNTRA,Shirts,8541.14
2025-11-24,MYNTRA,T-Shirts,3758.64
2025-11-24,MYNTRA,Jeans,3963.2
2025-11-24,MYNTRA,Co-ords,3651.44
2025-11-24,MYNTRA,Trousers,2698.93
2025-11-24,MYNTRA,Jackets,1581.17
2025-11-24,FLIPKART,Shirts,3292.85
2025-11-24,FLIPKART,T-Shirts,2760.15
2025-11-24,FLIPKART,Jeans,2535.48
2025-11-24,FLIPKART,Co-ords,1453.72
2025-11-24,FLIPKART,Trousers,1166.02
2025-11-24,FLIPKART,Jackets,863.16
2025-11-24,AJIO,Shirts,2563.12
2025-11-24,AJIO,T-Shirts,1753.17
2025-11-24,AJIO,Jeans,1172.47
2025-11-24,AJIO,Co-ords,801.52
2025-11-24,AJIO,Trousers,1012.25
2025-11-24,AJIO,Jackets,857.77
2025-11-25,D2C_APP,Shirts,5766.02
2025-11-25,D2C_APP,T-Shirts,4556.14
2025-11-25,D2C_APP,Jeans,3233.56
2025-11-25,D2C_APP,Co-ords,2033.43
2025-11-25,D2C_APP,Trousers,1574.53
2025-11-25,D2C_APP,Jackets,1425.05
2025-11-25,D2C_WEB,Shirts,3138.52
2025-11-25,D2C_WEB,T-Shirts,3093.55
2025-11-25,D2C_WEB,Jeans,2299.07
2025-11-25,D2C_WEB,Co-ords,1100.22
2025-11-25,D2C_WEB,Trousers,1253.99
2025-11-25,D2C_WEB,Jackets,739.93
2025-11-25,MYNTRA,Shirts,5193.08
2025-11-25,MYNTRA,T-Shirts,6742.77
2025-11-25,MYNTRA,Jeans,4963.21
2025-11-25,MYNTRA,Co-ords,3157.64
2025-11-25,MYNTRA,Trousers,2424.72
2025-11-25,MYNTRA,Jackets,1566.78
2025-11-25,FLIPKART,Shirts,5172.22
2025-11-25,FLIPKART,T-Shirts,2299.61
2025-11-25,FLIPKART,Jeans,3119.97
2025-11-25,FLIPKART,Co-ords,2264.45
2025-11-25,FLIPKART,Trousers,1061.03
2025-11-25,FLIPKART,Jackets,1421.55
2025-11-25,AJIO,Shirts,3123.69
2025-11-25,AJIO,T-Shirts,1713.43
2025-11-25,AJIO,Jeans,1120.95
2025-11-25,AJIO,Co-ords,1154.2
2025-11-25,AJIO,Trousers,1025.88
2025-11-25,AJIO,Jackets,859.97
2025-11-26,D2C_APP,Shirts,4587.32
2025-11-26,D2C_APP,T-Shirts,3054.26
2025-11-26,D2C_APP,Jeans,4431.15
2025-11-26,D2C_APP,Co-ords,2316.92
2025-11-26,D2C_APP,Trousers,1987.59
2025-11-26,D2C_APP,Jackets,1274.32
2025-11-26,D2C_WEB,Shirts,3778.24
2025-11-26,D2C_WEB,T-Shirts,3383.24
2025-11-26,D2C_WEB,Jeans,2635.3
2025-11-26,D2C_WEB,Co-ords,1568.66
2025-11-26,D2C_WEB,Trousers,1280.21
2025-11-26,D2C_WEB,Jackets,862.41
2025-11-26,MYNTRA,Shirts,5132.37
2025-11-26,MYNTRA,T-Shirts,4892.59
2025-11-26,MYNTRA,Jeans,3096.59
2025-11-26,MYNTRA,Co-ords,2243.08
2025-11-26,MYNTRA,Trousers,1627.75
2025-11-26,MYNTRA,Jackets,1844.28
2025-11-26,FLIPKART,Shirts,5124.68
2025-11-26,FLIPKART,T-Shirts,3273.48
2025-11-26,FLIPKART,Jeans,3119.14
2025-11-26,FLIPKART,Co-ords,2097.62
2025-11-26,FLIPKART,Trousers,1273.38
2025-11-26,FLIPKART,Jackets,797.68
2025-11-26,AJIO,Shirts,2050.17
2025-11-26,AJIO,T-Shirts,1637.72
2025-11-26,AJIO,Jeans,1935.13
2025-11-26,AJIO,Co-ords,674.9
2025-11-26,AJIO,Trousers,837.9
2025-11-26,AJIO,Jackets,863.09
2025-11-27,D2C_APP,Shirts,5103.9
2025-11-27,D2C_APP,T-Shirts,4880.59
2025-11-27,D2C_APP,Jeans,3583.47
2025-11-27,D2C_APP,Co-ords,2222.88
2025-11-27,D2C_APP,Trousers,1775.15
2025-11-27,D2C_APP,Jackets,1701.69
2025-11-27,D2C_WEB,Shirts,2995.77
2025-11-27,D2C_WEB,T-Shirts,2960.26
2025-11-27,D2C_WEB,Jeans,1924.26
2025-11-27,D2C_WEB,Co-ords,1452.12
2025-11-27,D2C_WEB,Trousers,1467.37
2025-11-27,D2C_WEB,Jackets,1336.66
2025-11-27,MYNTRA,Shirts,5125.45
2025-11-27,MYNTRA,T-Shirts,4254.25
2025-11-27,MYNTRA,Jeans,5215.22
2025-11-27,MYNTRA,Co-ords,3529.78
2025-11-27,MYNTRA,Trousers,2171.77
2025-11-27,MYNTRA,Jackets,2406.65
2025-11-27,FLIPKART,Shirts,4795.67
2025-11-27,FLIPKART,T-Shirts,3789.21
2025-11-27,FLIPKART,Jeans,2431.58
2025-11-27,FLIPKART,Co-ords,1984.86
2025-11-27,FLIPKART,Trousers,1665.61
2025-11-27,FLIPKART,Jackets,933.29
2025-11-27,AJIO,Shirts,2805.16
2025-11-27,AJIO,T-Shirts,1350.99
2025-11-27,AJIO,Jeans,1609.68
2025-11-27,AJIO,Co-ords,973.37
2025-11-27,AJIO,Trousers,1005.03
2025-11-27,AJIO,Jackets,771.88
2025-11-28,D2C_APP,Shirts,4440.25
2025-11-28,D2C_APP,T-Shirts,4613.41
2025-11-28,D2C_APP,Jeans,4009.49
2025-11-28,D2C_APP,Co-ords,2316.7
2025-11-28,D2C_APP,Trousers,1593.36
2025-11-28,D2C_APP,Jackets,1839.31
2025-11-28,D2C_WEB,Shirts,4071.76
2025-11-28,D2C_WEB,T-Shirts,3052.13
2025-11-28,D2C_WEB,Jeans,2874.26
2025-11-28,D2C_WEB,Co-ords,1423.71
2025-11-28,D2C_WEB,Trousers,1063.72
2025-11-28,D2C_WEB,Jackets,1209.19
2025-11-28,MYNTRA,Shirts,7612.91
2025-11-28,MYNTRA,T-Shirts,4611.39
2025-11-28,MYNTRA,Jeans,3586.48
2025-11-28,MYNTRA,Co-ords,2312.24
2025-11-28,MYNTRA,Trousers,2118.36
2025-11-28,MYNTRA,Jackets,2317.12
2025-11-28,FLIPKART,Shirts,4728.79
2025-11-28,FLIPKART,T-Shirts,3498.65
2025-11-28,FLIPKART,Jeans,2996.12
2025-11-28,FLIPKART,Co-ords,1405.58
2025-11-28,FLIPKART,Trousers,1878.99
2025-11-28,FLIPKART,Jackets,847.95
2025-11-28,AJIO,Shirts,2804.48
2025-11-28,AJIO,T-Shirts,1874.13
2025-11-28,AJIO,Jeans,1519.33
2025-11-28,AJIO,Co-ords,700.95
2025-11-28,AJIO,Trousers,1118.21
2025-11-28,AJIO,Jackets,828.09
2025-11-29,D2C_APP,Shirts,7358.22
2025-11-29,D2C_APP,T-Shirts,5313.83
2025-11-29,D2C_APP,Jeans,4851.4
2025-11-29,D2C_APP,Co-ords,3191.39
2025-11-29,D2C_APP,Trousers,1859.92
2025-11-29,D2C_APP,Jackets,2311.26
2025-11-29,D2C_WEB,Shirts,3988.16
2025-11-29,D2C_WEB,T-Shirts,3608.12
2025-11-29,D2C_WEB,Jeans,3683.07
2025-11-29,D2C_WEB,Co-ords,2511.68
2025-11-29,D2C_WEB,Trousers,1235.32
2025-11-29,D2C_WEB,Jackets,1020.52
2025-11-29,MYNTRA,Shirts,10374.79
2025-11-29,MYNTRA,T-Shirts,7582.09
2025-11-29,MYNTRA,Jeans,4280.89
2025-11-29,MYNTRA,Co-ords,3715.77
2025-11-29,MYNTRA,Trousers,3489.91
2025-11-29,MYNTRA,Jackets,1920.64
2025-11-29,FLIPKART,Shirts,7609.33
2025-11-29,FLIPKART,T-Shirts,3849.12
2025-11-29,FLIPKART,Jeans,4210.35
2025-11-29,FLIPKART,Co-ords,2679.26
2025-11-29,FLIPKART,Trousers,1693.68
2025-11-29,FLIPKART,Jackets,1287.73
2025-11-29,AJIO,Shirts,3986.04
2025-11-29,AJIO,T-Shirts,2886.38
2025-11-29,AJIO,Jeans,1950.73
2025-11-29,AJIO,Co-ords,1137.79
2025-11-29,AJIO,Trousers,1160.01
2025-11-29,AJIO,Jackets,832.78
2025-11-30,D2C_APP,Shirts,9082.89
2025-11-30,D2C_APP,T-Shirts,3655.91
2025-11-30,D2C_APP,Jeans,3599.8
2025-11-30,D2C_APP,Co-ords,2248.58
2025-11-30,D2C_APP,Trousers,2137.77
2025-11-30,D2C_APP,Jackets,1405.51
2025-11-30,D2C_WEB,Shirts,4572.2
2025-11-30,D2C_WEB,T-Shirts,3574.82
2025-11-30,D2C_WEB,Jeans,2212.29
2025-11-30,D2C_WEB,Co-ords,2003.61
2025-11-30,D2C_WEB,Trousers,1882.94
2025-11-30,D2C_WEB,Jackets,1216.09
2025-11-30,MYNTRA,Shirts,6046.17
2025-11-30,MYNTRA,T-Shirts,7907.97
2025-11-30,MYNTRA,Jeans,3776.17
2025-11-30,MYNTRA,Co-ords,3011.03
2025-11-30,MYNTRA,Trousers,3665.86
2025-11-30,MYNTRA,Jackets,2123.69
2025-11-30,FLIPKART,Shirts,5976.33
2025-11-30,FLIPKART,T-Shirts,4979.87
2025-11-30,FLIPKART,Jeans,2615.52
2025-11-30,FLIPKART,Co-ords,2364.42
2025-11-30,FLIPKART,Trousers,1936.8
2025-11-30,FLIPKART,Jackets,1368.15
2025-11-30,AJIO,Shirts,3278.71
2025-11-30,AJIO,T-Shirts,2577.81
2025-11-30,AJIO,Jeans,2345.19
2025-11-30,AJIO,Co-ords,1021.24
2025-11-30,AJIO,Trousers,875.72
2025-11-30,AJIO,Jackets,767.57
2025-12-01,D2C_APP,Shirts,7184.46
2025-12-01,D2C_APP,T-Shirts,3692.78
2025-12-01,D2C_APP,Jeans,2839.26
2025-12-01,D2C_APP,Co-ords,2625.7
2025-12-01,D2C_APP,Trousers,1910.81
2025-12-01,D2C_APP,Jackets,1090.78
2025-12-01,D2C_WEB,Shirts,4604.52
2025-12-01,D2C_WEB,T-Shirts,1939.43
2025-12-01,D2C_WEB,Jeans,2320.31
2025-12-01,D2C_WEB,Co-ords,1836.99
2025-12-01,D2C_WEB,Trousers,1426.34
2025-12-01,D2C_WEB,Jackets,963.31
2025-12-01,MYNTRA,Shirts,7421.13
2025-12-01,MYNTRA,T-Shirts,4663.92
2025-12-01,MYNTRA,Jeans,4526.29
2025-12-01,MYNTRA,Co-ords,3506.47
2025-12-01,MYNTRA,Trousers,3049.88
2025-12-01,MYNTRA,Jackets,1352.26
2025-12-01,FLIPKART,Shirts,4846.35
2025-12-01,FLIPKART,T-Shirts,3019.93
2025-12-01,FLIPKART,Jeans,1841.34
2025-12-01,FLIPKART,Co-ords,1844.24
2025-12-01,FLIPKART,Trousers,1273.72
2025-12-01,FLIPKART,Jackets,1431.64
2025-12-01,AJIO,Shirts,2771.21
2025-12-01,AJIO,T-Shirts,2084.32
2025-12-01,AJIO,Jeans,1528.99
2025-12-01,AJIO,Co-ords,1172.07
2025-12-01,AJIO,Trousers,834.13
2025-12-01,AJIO,Jackets,704.02
2025-12-02,D2C_APP,Shirts,4114.16
2025-12-02,D2C_APP,T-Shirts,3966.85
2025-12-02,D2C_APP,Jeans,3356.5
2025-12-02,D2C_APP,Co-ords,2510.2
2025-12-02,D2C_APP,Trousers,1324.8
2025-12-02,D2C_APP,Jackets,1584.8
2025-12-02,D2C_WEB,Shirts,3008.74
2025-12-02,D2C_WEB,T-Shirts,3583.95
2025-12-02,D2C_WEB,Jeans,1883.16
2025-12-02,D2C_WEB,Co-ords,1105.57
2025-12-02,D2C_WEB,Trousers,1349.58
2025-12-02,D2C_WEB,Jackets,1133.9
2025-12-02,MYNTRA,Shirts,9180.59
2025-12-02,MYNTRA,T-Shirts,3966.86
2025-12-02,MYNTRA,Jeans,3874.61
2025-12-02,MYNTRA,Co-ords,3194.53
2025-12-02,MYNTRA,Trousers,2834.5
2025-12-02,MYNTRA,Jackets,1579.3
2025-12-02,FLIPKART,Shirts,2942.03
2025-12-02,FLIPKART,T-Shirts,3209.22
2025-12-02,FLIPKART,Jeans,2052.02
2025-12-02,FLIPKART,Co-ords,1500.43
2025-12-02,FLIPKART,Trousers,1498.37
2025-12-02,FLIPKART,Jackets,1034.55
2025-12-02,AJIO,Shirts,2234.98
2025-12-02,AJIO,T-Shirts,1488.67
2025-12-02,AJIO,Jeans,1076.21
2025-12-02,AJIO,Co-ords,921.09
2025-12-02,AJIO,Trousers,768.37
2025-12-02,AJIO,Jackets,663.47
2025-12-03,D2C_APP,Shirts,5698.35
2025-12-03,D2C_APP,T-Shirts,3527.01
2025-12-03,D2C_APP,Jeans,3197.59
2025-12-03,D2C_APP,Co-ords,2969.78
2025-12-03,D2C_APP,Trousers,2121.05
2025-12-03,D2C_APP,Jackets,1128.25
2025-12-03,D2C_WEB,Shirts,3382.35
2025-12-03,D2C_WEB,T-Shirts,2701.39
2025-12-03,D2C_WEB,Jeans,2100.69
2025-12-03,D2C_WEB,Co-ords,1452.08
2025-12-03,D2C_WEB,Trousers,867.39
2025-12-03,D2C_WEB,Jackets,921.24
2025-12-03,MYNTRA,Shirts,7652.67
2025-12-03,MYNTRA,T-Shirts,5791.6
2025-12-03,MYNTRA,Jeans,3614.98
2025-12-03,MYNTRA,Co-ords,2046.57
2025-12-03,MYNTRA,Trousers,2882.85
2025-12-03,MYNTRA,Jackets,1975.0
2025-12-03,FLIPKART,Shirts,4895.56
2025-12-03,FLIPKART,T-Shirts,4117.03
2025-12-03,FLIPKART,Jeans,3491.19
2025-12-03,FLIPKART,Co-ords,1345.32
2025-12-03,FLIPKART,Trousers,1947.82
2025-12-03,FLIPKART,Jackets,1533.71
2025-12-03,AJIO,Shirts,2701.13
2025-12-03,AJIO,T-Shirts,2387.55
2025-12-03,AJIO,Jeans,1735.67
2025-12-03,AJIO,Co-ords,941.24
