return_id,order_id,return_date,return_reason,refund_amount,reverse_logistics_cost
RT0006255,SN260106006255,2026-01-16,Changed mind,2327.4,80
RT0006256,SN260317006256,2026-03-29,Late delivery,1999.11,80
RT0006265,SN251204006265,2025-12-16,Quality not as expected,2890.3,80
RT0006267,SN251224006267,2026-01-05,Late delivery,3808.14,80
RT0006272,SN251027006272,2025-11-05,Size issue,1695.47,80
RT0006274,SN260212006274,2026-02-16,Late delivery,1608.6,80
RT0006279,SN251230006279,2026-01-04,Changed mind,890.78,80
RT0006281,SN251002006281,2025-10-07,Size issue,961.47,80
RT0006286,SN260102006286,2026-01-09,Wrong item delivered,3428.82,80
RT0006295,SN251018006295,2025-10-23,Quality not as expected,1439.71,0
RT0006297,SN260128006297,2026-01-31,Late delivery,855.38,0
RT0006303,SN260121006303,2026-02-03,Style/fit not as expected,1587.09,80
RT0006306,SN260115006306,2026-01-22,Changed mind,1033.03,80
RT0006310,SN251223006310,2025-12-26,Style/fit not as expected,1397.55,80
RT0006315,SN251209006315,2025-12-11,Wrong item delivered,1549.91,80
RT0006349,SN251015006349,2025-10-22,Changed mind,795.11,80
RT0006369,SN260226006369,2026-03-06,Quality not as expected,1281.24,80
RT0006370,SN251114006370,2025-11-22,Style/fit not as expected,1902.34,80
RT0006389,SN251212006389,2025-12-14,Size issue,1736.55,80
RT0006394,SN251008006394,2025-10-11,Style/fit not as expected,1270.42,80
RT0006395,SN260208006395,2026-02-10,Style/fit not as expected,787.8,80
RT0006402,SN251123006402,2025-12-05,Size issue,1242.62,80
RT0006405,SN251217006405,2025-12-20,Quality not as expected,847.38,80
RT0006409,SN260206006409,2026-02-12,Size issue,2137.04,80
RT0006412,SN251028006412,2025-11-07,Quality not as expected,589.48,80
RT0006417,SN251107006417,2025-11-14,Late delivery,1402.57,80
RT0006419,SN251115006419,2025-11-18,Size issue,883.59,80
RT0006421,SN260318006421,2026-03-24,Size issue,1642.25,80
RT0006423,SN260128006423,2026-02-06,Style/fit not as expected,980.54,80
RT0006425,SN260126006425,2026-02-04,Wrong item delivered,1453.0,0
RT0006455,SN251002006455,2025-10-05,Wrong item delivered,1569.3,80
RT0006457,SN260216006457,2026-02-20,Quality not as expected,1629.67,80
RT0006458,SN260206006458,2026-02-13,Style/fit not as expected,1913.73,80
RT0006463,SN251208006463,2025-12-10,Changed mind,2450.12,80
RT0006467,SN251127006467,2025-12-04,Size issue,1660.97,80
RT0006468,SN251122006468,2025-11-25,Size issue,1745.73,80
RT0006477,SN251201006477,2025-12-06,Size issue,1350.91,80
RT0006484,SN260206006484,2026-02-16,Style/fit not as expected,1597.66,80
RT0006493,SN260117006493,2026-01-28,Style/fit not as expected,1347.82,80
RT0006494,SN260125006494,2026-02-04,Style/fit not as expected,2842.05,80
RT0006500,SN260305006500,2026-03-14,Style/fit not as expected,1929.52,80
RT0006506,SN251105006506,2025-11-08,Quality not as expected,1666.19,80
RT0006512,SN251216006512,2025-12-20,Quality not as expected,1506.74,80
RT0006518,SN260119006518,2026-01-29,Size issue,1561.07,80
RT0006528,SN260218006528,2026-03-04,Changed mind,2913.6,0
RT0006531,SN251017006531,2025-10-29,Size issue,2217.05,80
RT0006534,SN251105006534,2025-11-10,Size issue,1759.38,80
RT0006535,SN260203006535,2026-02-10,Style/fit not as expected,1402.46,80
RT0006550,SN251013006550,2025-10-25,Size issue,2446.42,0
RT0006551,SN260222006551,2026-03-06,Changed mind,1954.51,80
RT0006560,SN260227006560,2026-03-01,Quality not as expected,733.18,80
RT0006561,SN260309006561,2026-03-21,Size issue,1859.29,80
RT0006572,SN260123006572,2026-02-04,Size issue,1793.67,80
RT0006578,SN260211006578,2026-02-14,Style/fit not as expected,972.78,80
RT0006591,SN251128006591,2025-12-10,Size issue,1625.79,80
RT0006595,SN260308006595,2026-03-15,Size issue,2356.52,80
RT0006609,SN260313006609,2026-03-24,Changed mind,793.74,80
RT0006616,SN260206006616,2026-02-19,Quality not as expected,1491.93,80
RT0006617,SN251223006617,2025-12-28,Late delivery,809.12,80
RT0006619,SN260123006619,2026-02-02,Size issue,1970.7,80
RT0006640,SN251228006640,2025-12-30,Size issue,2623.61,80
RT0006641,SN260112006641,2026-01-26,Quality not as expected,2733.23,80
RT0006643,SN251114006643,2025-11-20,Size issue,1301.54,80
RT0006646,SN260304006646,2026-03-15,Quality not as expected,1215.98,80
RT0006647,SN260101006647,2026-01-08,Size issue,3511.12,80
RT0006649,SN251108006649,2025-11-13,Quality not as expected,2816.27,80
RT0006658,SN260320006658,2026-03-27,Size issue,3058.5,80
RT0006663,SN251203006663,2025-12-07,Style/fit not as expected,1259.48,80
RT0006675,SN260303006675,2026-03-14,Size issue,938.56,0
RT0006679,SN251212006679,2025-12-26,Changed mind,1173.16,80
RT0006689,SN251112006689,2025-11-20,Size issue,591.66,80
RT0006690,SN260327006690,2026-03-31,Size issue,2012.64,80
RT0006691,SN260213006691,2026-02-17,Quality not as expected,2431.5,80
RT0006692,SN251220006692,2025-12-25,Size issue,3861.24,0
RT0006697,SN260223006697,2026-02-26,Quality not as expected,2455.36,80
RT0006700,SN260316006700,2026-03-27,Style/fit not as expected,1099.8,80
RT0006702,SN260108006702,2026-01-17,Quality not as expected,2020.26,80
RT0006713,SN251126006713,2025-12-10,Quality not as expected,752.55,80
RT0006723,SN251006006723,2025-10-18,Wrong item delivered,1333.36,80
RT0006725,SN260312006725,2026-03-14,Size issue,1799.66,80
RT0006733,SN251024006733,2025-10-31,Size issue,1781.4,80
RT0006734,SN260211006734,2026-02-16,Size issue,1265.59,80
RT0006735,SN260121006735,2026-01-25,Size issue,1852.38,80
RT0006753,SN251004006753,2025-10-07,Style/fit not as expected,4771.94,80
RT0006758,SN251030006758,2025-11-11,Size issue,2035.69,80
RT0006767,SN251230006767,2026-01-11,Size issue,997.16,80
RT0006771,SN260201006771,2026-02-07,Quality not as expected,1445.04,80
RT0006782,SN251121006782,2025-11-25,Style/fit not as expected,977.1,80
RT0006783,SN260228006783,2026-03-12,Quality not as expected,2713.05,0
RT0006789,SN260102006789,2026-01-11,Size issue,1585.73,80
RT0006792,SN260129006792,2026-02-11,Size issue,1731.12,0
RT0006799,SN251114006799,2025-11-26,Size issue,1738.97,80
RT0006805,SN260116006805,2026-01-25,Quality not as expected,1709.44,80
RT0006806,SN260220006806,2026-03-01,Quality not as expected,2175.96,80
RT0006827,SN260104006827,2026-01-07,Changed mind,1423.98,80
RT0006831,SN260106006831,2026-01-13,Size issue,777.91,80
RT0006840,SN260108006840,2026-01-12,Size issue,3012.14,80
RT0006841,SN260305006841,2026-03-08,Style/fit not as expected,2169.78,80
RT0006849,SN260129006849,2026-02-09,Size issue,862.25,80
RT0006857,SN260131006857,2026-02-09,Size issue,2156.2,80
RT0006859,SN251002006859,2025-10-09,Size issue,1912.3,80
RT0006864,SN260109006864,2026-01-17,Size issue,845.55,80
RT0006866,SN251129006866,2025-12-04,Size issue,1264.06,80
RT0006867,SN260113006867,2026-01-19,Size issue,2525.48,80
RT0006871,SN251028006871,2025-10-31,Style/fit not as expected,2835.66,80
RT0006872,SN260213006872,2026-02-25,Quality not as expected,3147.64,0
RT0006887,SN251014006887,2025-10-24,Wrong item delivered,1660.62,80
RT0006888,SN251030006888,2025-11-11,Size issue,3310.32,80
RT0006895,SN251208006895,2025-12-20,Style/fit not as expected,1792.32,80
RT0006899,SN251102006899,2025-11-15,Style/fit not as expected,1988.66,80
RT0006902,SN260311006902,2026-03-18,Style/fit not as expected,2704.82,80
RT0006909,SN251227006909,2026-01-08,Late delivery,1218.51,80
RT0006911,SN251214006911,2025-12-22,Size issue,2158.83,80
RT0006936,SN260125006936,2026-02-03,Size issue,1692.27,80
RT0006949,SN251106006949,2025-11-10,Size issue,3082.14,80
RT0006962,SN260215006962,2026-02-26,Size issue,2672.76,80
RT0006965,SN260307006965,2026-03-19,Changed mind,1471.42,80
RT0006966,SN251025006966,2025-11-06,Size issue,1064.67,80
RT0006982,SN260221006982,2026-03-02,Changed mind,1611.94,80
RT0006989,SN260126006989,2026-02-03,Size issue,1857.4,80
RT0006997,SN260221006997,2026-03-02,Changed mind,2307.94,80
RT0007004,SN260304007004,2026-03-15,Size issue,1123.1,80
RT0007007,SN260114007007,2026-01-17,Late delivery,677.52,80
RT0007009,SN260125007009,2026-02-07,Style/fit not as expected,935.97,80
RT0007011,SN260216007011,2026-03-01,Quality not as expected,1796.95,80
RT0007018,SN260202007018,2026-02-06,Style/fit not as expected,1471.24,80
RT0007024,SN260306007024,2026-03-08,Size issue,1801.84,80
RT0007041,SN251213007041,2025-12-25,Quality not as expected,5266.84,80
RT0007042,SN251225007042,2026-01-08,Style/fit not as expected,3299.26,80
RT0007043,SN251010007043,2025-10-24,Style/fit not as expected,1889.45,80
RT0007058,SN251027007058,2025-11-08,Style/fit not as expected,963.74,80
RT0007060,SN260122007060,2026-01-28,Quality not as expected,1252.83,80
RT0007071,SN260104007071,2026-01-14,Size issue,539.54,80
RT0007079,SN260127007079,2026-02-04,Size issue,1807.42,0
RT0007088,SN251202007088,2025-12-09,Wrong item delivered,979.28,80
RT0007094,SN251123007094,2025-11-30,Style/fit not as expected,1023.56,80
RT0007096,SN260126007096,2026-02-07,Size issue,1566.28,80
RT0007109,SN251104007109,2025-11-09,Style/fit not as expected,2285.34,80
RT0007113,SN260319007113,2026-03-24,Size issue,1240.97,80
RT0007117,SN260302007117,2026-03-08,Size issue,1080.11,80
RT0007124,SN251017007124,2025-10-27,Late delivery,1823.25,80
RT0007148,SN260223007148,2026-02-28,Quality not as expected,3328.74,0
RT0007160,SN260128007160,2026-01-31,Style/fit not as expected,978.49,80
RT0007166,SN260115007166,2026-01-21,Style/fit not as expected,1204.5,0
RT0007178,SN260217007178,2026-02-19,Quality not as expected,1789.14,80
RT0007183,SN251030007183,2025-11-13,Quality not as expected,2812.38,80
RT0007186,SN251231007186,2026-01-08,Size issue,3114.14,80
RT0007188,SN260120007188,2026-02-03,Size issue,1221.43,80
RT0007191,SN251003007191,2025-10-14,Style/fit not as expected,1206.44,80
RT0007213,SN260131007213,2026-02-05,Late delivery,1614.25,80
RT0007220,SN260217007220,2026-02-19,Size issue,2003.38,80
RT0007228,SN251113007228,2025-11-20,Size issue,1480.39,80
RT0007229,SN260315007229,2026-03-27,Size issue,1267.59,80
RT0007232,SN251125007232,2025-12-06,Changed mind,921.98,80
RT0007239,SN251112007239,2025-11-20,Style/fit not as expected,1475.21,80
RT0007240,SN260318007240,2026-03-26,Quality not as expected,2000.04,80
RT0007242,SN260118007242,2026-01-31,Size issue,2277.08,80
RT0007248,SN251116007248,2025-11-25,Size issue,1607.07,80
RT0007251,SN251127007251,2025-12-08,Quality not as expected,3965.66,80
RT0007256,SN251015007256,2025-10-29,Size issue,865.21,80
RT0007257,SN251221007257,2025-12-26,Size issue,1928.24,80
RT0007261,SN251017007261,2025-10-30,Size issue,2532.72,80
RT0007270,SN251209007270,2025-12-16,Style/fit not as expected,1765.8,80
RT0007280,SN260210007280,2026-02-21,Style/fit not as expected,1387.99,80
RT0007284,SN260308007284,2026-03-14,Changed mind,1117.03,80
RT0007288,SN251022007288,2025-11-03,Changed mind,2344.96,80
RT0007297,SN251220007297,2026-01-03,Size issue,2401.92,80
RT0007303,SN251216007303,2025-12-23,Changed mind,4236.26,80
RT0007307,SN260304007307,2026-03-07,Style/fit not as expected,489.3,80
RT0007312,SN260119007312,2026-01-25,Wrong item delivered,3750.6,80
RT0007316,SN251020007316,2025-11-03,Style/fit not as expected,1473.53,80
RT0007329,SN251225007329,2026-01-06,Quality not as expected,787.21,80
RT0007333,SN251122007333,2025-12-02,Size issue,2965.76,80
RT0007334,SN251022007334,2025-10-30,Size issue,2086.65,0
RT0007341,SN251210007341,2025-12-18,Quality not as expected,7052.49,80
RT0007346,SN260111007346,2026-01-21,Wrong item delivered,894.26,80
RT0007359,SN251203007359,2025-12-09,Size issue,2013.05,80
RT0007368,SN251023007368,2025-10-28,Size issue,1975.39,80
RT0007377,SN260120007377,2026-01-22,Style/fit not as expected,1720.47,80
RT0007385,SN251006007385,2025-10-13,Style/fit not as expected,779.15,80
RT0007391,SN260323007391,2026-03-27,Wrong item delivered,3244.98,80
RT0007394,SN251117007394,2025-11-22,Size issue,869.28,80
RT0007395,SN260123007395,2026-02-01,Style/fit not as expected,1388.8,80
RT0007396,SN251118007396,2025-11-21,Style/fit not as expected,1108.17,80
RT0007399,SN251106007399,2025-11-12,Size issue,1934.54,80
RT0007404,SN260212007404,2026-02-21,Quality not as expected,2018.16,80
RT0007410,SN251228007410,2026-01-06,Quality not as expected,2059.04,80
RT0007414,SN260126007414,2026-02-04,Style/fit not as expected,1526.38,80
RT0007423,SN251219007423,2025-12-28,Size issue,1394.0,80
RT0007429,SN251209007429,2025-12-13,Size issue,1683.52,80
RT0007431,SN260105007431,2026-01-11,Quality not as expected,1026.6,80
RT0007436,SN260216007436,2026-02-22,Size issue,2848.05,80
RT0007438,SN260203007438,2026-02-07,Size issue,4410.82,80
RT0007472,SN260216007472,2026-02-18,Size issue,1469.6,80
RT0007483,SN260307007483,2026-03-17,Size issue,992.24,80
RT0007500,SN260316007500,2026-03-27,Size issue,972.77,80
RT0007503,SN251130007503,2025-12-11,Size issue,1097.92,80
RT0007505,SN251209007505,2025-12-21,Size issue,1346.15,80
RT0007507,SN251008007507,2025-10-20,Size issue,1197.7,80
RT0007522,SN260107007522,2026-01-16,Style/fit not as expected,1305.09,80
RT0007529,SN251220007529,2026-01-03,Wrong item delivered,8162.28,80
RT0007531,SN251225007531,2026-01-07,Size issue,1965.53,80
RT0007536,SN251125007536,2025-11-28,Changed mind,2455.81,80
RT0007544,SN251225007544,2026-01-06,Quality not as expected,1757.66,80
RT0007550,SN251219007550,2025-12-21,Changed mind,513.86,80
RT0007554,SN260122007554,2026-01-24,Size issue,984.7,80
RT0007557,SN260101007557,2026-01-05,Quality not as expected,1200.55,80
RT0007558,SN251105007558,2025-11-07,Size issue,2881.57,80
RT0007564,SN260306007564,2026-03-16,Size issue,1453.73,80
RT0007568,SN251214007568,2025-12-28,Size issue,2381.18,80
RT0007571,SN251031007571,2025-11-06,Style/fit not as expected,1195.06,80
RT0007574,SN251108007574,2025-11-16,Style/fit not as expected,1726.2,0
RT0007583,SN260130007583,2026-02-11,Size issue,1812.64,80
RT0007589,SN260220007589,2026-03-04,Wrong item delivered,1333.73,80
RT0007591,SN260218007591,2026-02-21,Style/fit not as expected,908.41,80
RT0007606,SN251120007606,2025-11-28,Changed mind,4491.33,80
RT0007612,SN251112007612,2025-11-25,Quality not as expected,1373.45,80
RT0007614,SN260207007614,2026-02-11,Style/fit not as expected,1773.73,80
RT0007616,SN251116007616,2025-11-28,Style/fit not as expected,957.06,80
RT0007618,SN251025007618,2025-11-06,Size issue,1306.89,80
RT0007623,SN251229007623,2026-01-11,Quality not as expected,968.41,80
RT0007624,SN260323007624,2026-03-26,Quality not as expected,2543.29,80
RT0007630,SN251207007630,2025-12-13,Size issue,2094.19,80
RT0007647,SN251122007647,2025-12-05,Quality not as expected,853.32,80
RT0007653,SN260202007653,2026-02-14,Changed mind,1179.61,80
RT0007654,SN251114007654,2025-11-20,Quality not as expected,569.86,80
RT0007681,SN260130007681,2026-02-13,Quality not as expected,4371.42,80
RT0007704,SN251127007704,2025-12-07,Style/fit not as expected,1575.71,80
RT0007706,SN251008007706,2025-10-17,Style/fit not as expected,3216.34,80
RT0007711,SN251024007711,2025-11-01,Size issue,842.34,80
RT0007714,SN260108007714,2026-01-13,Size issue,1470.51,80
RT0007717,SN251024007717,2025-11-01,Size issue,558.86,80
RT0007718,SN251013007718,2025-10-21,Size issue,1303.23,80
RT0007753,SN260127007753,2026-01-31,Style/fit not as expected,749.45,80
RT0007770,SN251016007770,2025-10-19,Size issue,1196.84,80
RT0007775,SN260210007775,2026-02-16,Size issue,5533.53,80
RT0007777,SN251115007777,2025-11-26,Changed mind,1118.19,80
RT0007791,SN260123007791,2026-02-06,Style/fit not as expected,1448.68,80
RT0007800,SN260105007800,2026-01-14,Late delivery,1710.06,80
RT0007806,SN251202007806,2025-12-16,Quality not as expected,1409.11,80
RT0007811,SN260213007811,2026-02-19,Size issue,2817.01,80
RT0007833,SN260327007833,2026-03-30,Size issue,702.54,80
RT0007840,SN260125007840,2026-02-01,Quality not as expected,2297.28,80
RT0007841,SN260203007841,2026-02-12,Size issue,934.53,80
RT0007848,SN251120007848,2025-12-02,Quality not as expected,1724.48,80
RT0007859,SN251113007859,2025-11-24,Style/fit not as expected,2013.6,80
RT0007861,SN251201007861,2025-12-07,Style/fit not as expected,2226.58,80
RT0007869,SN260225007869,2026-02-28,Changed mind,1738.45,80
RT0007879,SN260128007879,2026-02-07,Quality not as expected,691.42,80
RT0007881,SN251023007881,2025-11-06,Changed mind,1804.08,80
RT0007883,SN251020007883,2025-10-25,Size issue,1454.57,80
RT0007886,SN251102007886,2025-11-05,Quality not as expected,981.92,80
RT0007887,SN260129007887,2026-02-01,Late delivery,1478.5,80
RT0007897,SN251215007897,2025-12-20,Style/fit not as expected,1907.4,80
RT0007898,SN260210007898,2026-02-17,Style/fit not as expected,2088.46,0
RT0007905,SN251210007905,2025-12-23,Style/fit not as expected,1622.85,80
RT0007906,SN260202007906,2026-02-05,Style/fit not as expected,4219.08,80
RT0007918,SN260113007918,2026-01-24,Size issue,956.78,80
RT0007920,SN251019007920,2025-11-01,Quality not as expected,934.4,80
RT0007927,SN260101007927,2026-01-15,Size issue,3576.88,0
RT0007930,SN251203007930,2025-12-15,Quality not as expected,1472.81,80
RT0007931,SN260209007931,2026-02-18,Style/fit not as expected,903.26,80
RT0007937,SN251021007937,2025-10-29,Size issue,788.28,80
RT0007954,SN260116007954,2026-01-23,Changed mind,1885.64,80
RT0007961,SN260324007961,2026-03-31,Quality not as expected,838.77,80
RT0007964,SN260313007964,2026-03-18,Quality not as expected,935.95,80
RT0007976,SN260119007976,2026-01-24,Style/fit not as expected,796.85,80
RT0007977,SN251211007977,2025-12-24,Size issue,1280.91,80
RT0007981,SN260226007981,2026-03-07,Size issue,3373.83,80
RT0007991,SN251106007991,2025-11-13,Changed mind,1045.75,80
RT0008002,SN251022008002,2025-11-01,Size issue,1923.82,80
RT0008012,SN260101008012,2026-01-06,Style/fit not as expected,2331.03,80
RT0008022,SN251015008022,2025-10-25,Late delivery,2667.84,80
RT0008027,SN251005008027,2025-10-19,Style/fit not as expected,955.61,80
RT0008028,SN251218008028,2025-12-30,Quality not as expected,1703.41,80
RT0008048,SN251212008048,2025-12-20,Size issue,3263.14,80
RT0008049,SN260106008049,2026-01-18,Size issue,1235.12,80
RT0008051,SN260215008051,2026-02-20,Size issue,1108.92,80
RT0008052,SN251120008052,2025-11-29,Quality not as expected,1621.86,80
RT0008054,SN251113008054,2025-11-27,Size issue,2320.18,80
RT0008066,SN260103008066,2026-01-11,Late delivery,1246.92,80
RT0008080,SN260211008080,2026-02-20,Style/fit not as expected,2280.29,80
RT0008082,SN251219008082,2025-12-21,Size issue,2653.6,80
RT0008083,SN251001008083,2025-10-04,Late delivery,1788.59,80
RT0008093,SN260306008093,2026-03-13,Size issue,902.97,80
RT0008100,SN260315008100,2026-03-22,Size issue,1451.91,80
RT0008106,SN251015008106,2025-10-20,Style/fit not as expected,2367.13,80
RT0008116,SN251027008116,2025-10-29,Size issue,1716.92,80
RT0008117,SN251027008117,2025-11-04,Quality not as expected,2360.23,80
RT0008122,SN260218008122,2026-02-25,Style/fit not as expected,1301.69,80
RT0008128,SN260221008128,2026-02-26,Size issue,1570.24,80
RT0008133,SN260310008133,2026-03-13,Size issue,1815.99,80
RT0008134,SN260318008134,2026-03-25,Size issue,1867.67,80
RT0008139,SN251016008139,2025-10-29,Style/fit not as expected,1385.9,80
RT0008141,SN251121008141,2025-11-26,Style/fit not as expected,1034.7,80
RT0008144,SN251224008144,2026-01-04,Size issue,1783.01,80
RT0008148,SN260308008148,2026-03-22,Size issue,1450.03,80
RT0008154,SN251124008154,2025-12-04,Changed mind,1864.42,80
RT0008158,SN260206008158,2026-02-10,Size issue,2325.8,80
RT0008162,SN251221008162,2026-01-02,Late delivery,1193.96,80
RT0008164,SN260303008164,2026-03-17,Quality not as expected,4379.88,80
RT0008165,SN251228008165,2025-12-31,Size issue,1434.04,80
RT0008179,SN251001008179,2025-10-06,Wrong item delivered,1720.51,80
RT0008181,SN251211008181,2025-12-20,Wrong item delivered,1331.47,80
RT0008195,SN251230008195,2026-01-05,Quality not as expected,1461.0,80
RT0008200,SN251118008200,2025-11-28,Quality not as expected,918.4,80
RT0008205,SN251105008205,2025-11-07,Style/fit not as expected,2022.24,80
RT0008236,SN251128008236,2025-12-01,Size issue,833.47,80
RT0008245,SN260114008245,2026-01-17,Quality not as expected,493.63,80
RT0008246,SN260116008246,2026-01-22,Size issue,1363.67,80
RT0008248,SN260108008248,2026-01-20,Style/fit not as expected,1277.54,80
RT0008253,SN260127008253,2026-02-04,Size issue,979.59,80
RT0008262,SN260126008262,2026-01-29,Size issue,1478.54,80
RT0008266,SN251229008266,2026-01-09,Style/fit not as expected,2318.26,80
RT0008272,SN260227008272,2026-03-04,Quality not as expected,716.61,80
RT0008279,SN260211008279,2026-02-22,Wrong item delivered,1772.61,80
RT0008290,SN260121008290,2026-01-26,Size issue,2972.14,80
RT0008292,SN251114008292,2025-11-22,Size issue,2572.96,80
RT0008294,SN251117008294,2025-11-29,Quality not as expected,2058.24,80
RT0008301,SN260128008301,2026-02-04,Size issue,1214.05,80
RT0008311,SN251008008311,2025-10-21,Size issue,1224.06,80
RT0008319,SN260317008319,2026-03-29,Quality not as expected,2895.49,80
RT0008322,SN260221008322,2026-03-02,Style/fit not as expected,1232.42,80
RT0008334,SN260326008334,2026-03-30,Size issue,2991.71,80
RT0008336,SN260101008336,2026-01-08,Size issue,3174.0,80
RT0008347,SN251225008347,2025-12-29,Size issue,767.18,80
RT0008354,SN251011008354,2025-10-21,Size issue,2215.01,80
RT0008368,SN260206008368,2026-02-16,Size issue,1355.56,80
RT0008386,SN251031008386,2025-11-10,Late delivery,2245.07,0
RT0008389,SN251231008389,2026-01-08,Size issue,1241.05,80
RT0008406,SN251106008406,2025-11-12,Size issue,2556.65,80
RT0008411,SN251102008411,2025-11-09,Changed mind,1658.18,80
RT0008426,SN251003008426,2025-10-16,Late delivery,3355.08,80
RT0008431,SN251031008431,2025-11-07,Style/fit not as expected,2103.28,80
RT0008444,SN260130008444,2026-02-01,Size issue,1094.02,80
RT0008445,SN251004008445,2025-10-07,Size issue,827.68,80
RT0008452,SN251120008452,2025-11-22,Changed mind,2727.4,80
RT0008464,SN251203008464,2025-12-17,Size issue,2068.63,80
RT0008477,SN260217008477,2026-02-26,Style/fit not as expected,995.87,80
RT0008482,SN251003008482,2025-10-16,Size issue,1385.53,80
RT0008497,SN260202008497,2026-02-09,Size issue,2059.14,80
RT0008501,SN251109008501,2025-11-18,Size issue,896.48,80
RT0008504,SN260306008504,2026-03-17,Size issue,3000.99,80
RT0008518,SN260118008518,2026-01-24,Size issue,1953.82,80
RT0008521,SN260318008521,2026-03-22,Changed mind,4286.97,80
RT0008531,SN251207008531,2025-12-15,Quality not as expected,1105.82,80
RT0008534,SN260130008534,2026-02-03,Wrong item delivered,1263.68,80
RT0008535,SN260325008535,2026-03-27,Late delivery,1725.65,80
RT0008536,SN260221008536,2026-03-03,Quality not as expected,950.24,80
RT0008550,SN251004008550,2025-10-16,Size issue,2066.48,80
RT0008558,SN260222008558,2026-02-28,Changed mind,1103.23,80
RT0008562,SN251023008562,2025-10-30,Size issue,1412.88,80
RT0008563,SN260111008563,2026-01-17,Size issue,3147.56,80
RT0008565,SN260315008565,2026-03-20,Quality not as expected,2795.32,80
RT0008567,SN251029008567,2025-11-04,Quality not as expected,1252.39,80
RT0008569,SN260130008569,2026-02-04,Size issue,1263.8,80
RT0008577,SN251209008577,2025-12-15,Style/fit not as expected,1650.99,80
RT0008583,SN251013008583,2025-10-21,Size issue,1521.94,80
RT0008585,SN260105008585,2026-01-07,Quality not as expected,1755.9,80
RT0008593,SN251006008593,2025-10-19,Size issue,1855.17,80
RT0008602,SN251018008602,2025-10-24,Changed mind,1064.97,80
RT0008606,SN260202008606,2026-02-07,Size issue,1645.26,80
RT0008612,SN251122008612,2025-12-04,Changed mind,1207.16,80
RT0008626,SN260209008626,2026-02-22,Late delivery,3358.78,80
RT0008629,SN251027008629,2025-11-08,Size issue,501.86,80
RT0008641,SN260311008641,2026-03-25,Size issue,1331.21,80
RT0008657,SN260308008657,2026-03-20,Size issue,1147.85,80
RT0008658,SN251105008658,2025-11-08,Size issue,1883.68,80
RT0008667,SN251022008667,2025-10-27,Style/fit not as expected,727.01,80
RT0008673,SN251218008673,2025-12-24,Quality not as expected,1896.72,80
RT0008675,SN251206008675,2025-12-17,Changed mind,2288.28,80
RT0008676,SN260211008676,2026-02-13,Changed mind,505.01,80
RT0008677,SN260305008677,2026-03-16,Style/fit not as expected,1631.1,80
RT0008686,SN251216008686,2025-12-19,Style/fit not as expected,2334.49,80
RT0008690,SN260302008690,2026-03-10,Size issue,1587.75,80
RT0008691,SN251110008691,2025-11-21,Size issue,930.93,80
RT0008700,SN260304008700,2026-03-10,Quality not as expected,3489.14,80
RT0008704,SN260210008704,2026-02-23,Changed mind,1983.24,80
RT0008705,SN260306008705,2026-03-18,Style/fit not as expected,5085.2,80
RT0008712,SN260116008712,2026-01-29,Size issue,1348.65,80
RT0008713,SN260112008713,2026-01-15,Wrong item delivered,3402.72,80
RT0008715,SN251203008715,2025-12-06,Size issue,2023.54,80
RT0008720,SN260120008720,2026-01-30,Size issue,2025.56,80
RT0008729,SN260121008729,2026-01-27,Style/fit not as expected,1268.66,80
RT0008730,SN251210008730,2025-12-14,Quality not as expected,2662.86,80
RT0008740,SN251220008740,2025-12-30,Quality not as expected,2881.7,80
RT0008757,SN251014008757,2025-10-23,Quality not as expected,1083.91,80
RT0008760,SN260128008760,2026-02-11,Changed mind,2651.82,80
RT0008763,SN251027008763,2025-11-09,Style/fit not as expected,1807.58,80
RT0008781,SN260225008781,2026-03-01,Size issue,1453.03,80
RT0008783,SN260226008783,2026-03-10,Size issue,1083.43,80
RT0008788,SN251012008788,2025-10-24,Style/fit not as expected,1394.05,80
RT0008792,SN251129008792,2025-12-08,Quality not as expected,1216.09,80
RT0008797,SN260111008797,2026-01-25,Size issue,728.9,80
RT0008805,SN251229008805,2026-01-08,Wrong item delivered,1311.83,80
RT0008812,SN260204008812,2026-02-07,Changed mind,4268.01,80
RT0008813,SN260112008813,2026-01-20,Quality not as expected,3942.94,80
RT0008818,SN251026008818,2025-11-06,Changed mind,1537.49,80
RT0008820,SN260110008820,2026-01-13,Quality not as expected,1097.49,80
RT0008827,SN260324008827,2026-03-27,Size issue,1610.58,80
RT0008837,SN260126008837,2026-02-03,Size issue,5255.37,80
RT0008847,SN251128008847,2025-12-02,Quality not as expected,2713.66,80
RT0008855,SN260207008855,2026-02-19,Quality not as expected,3534.06,80
RT0008862,SN260107008862,2026-01-09,Late delivery,1560.68,80
RT0008865,SN260111008865,2026-01-18,Size issue,4719.62,80
RT0008871,SN260306008871,2026-03-16,Changed mind,1736.16,80
RT0008876,SN251215008876,2025-12-26,Size issue,1254.24,80
RT0008879,SN260301008879,2026-03-15,Style/fit not as expected,1772.39,80
RT0008888,SN260306008888,2026-03-16,Size issue,1286.7,80
RT0008890,SN251125008890,2025-11-29,Size issue,1519.75,80
RT0008892,SN260228008892,2026-03-14,Quality not as expected,1087.01,0
RT0008894,SN251214008894,2025-12-17,Size issue,1216.83,80
RT0008900,SN251228008900,2026-01-01,Style/fit not as expected,1292.2,80
RT0008928,SN251202008928,2025-12-05,Wrong item delivered,1851.67,80
